supermarket,month,year,city,sales
Sains,1,2023,Peterborough,3750.9100000000003
ASDA,1,2023,St Albans,3732.559999999998
Aldi,1,2023,Wakefield,281.4600000000001
Sains,1,2023,Carlisle,3705.669999999998
Morrisons,1,2023,Leeds,2149.029999999999
Aldi,1,2023,Bristol,289.6000000000001
Aldi,1,2023,Wolverhampton,254.35000000000005
Aldi,1,2023,Milton Keynes,235.22999999999988
Tesco,1,2023,Brighton & Hove,2805.0899999999992
ASDA,1,2023,Canterbury,3468.7599999999984
ASDA,1,2023,Newry,3526.509999999997
Aldi,1,2023,St Albans,190.64000000000001
Aldi,1,2023,Brighton & Hove,263.1000000000001
ASDA,1,2023,Chelmsford,3199.349999999998
ASDA,1,2023,Brighton & Hove,3778.669999999998
Morrisons,1,2023,Portsmouth,2305.900000000001
Sains,1,2023,Salisbury,3545.5299999999957
Aldi,1,2023,Leicester,251.31000000000012
Tesco,1,2023,Stoke on Trent,2910.9899999999984
Sains,1,2023,Manchester,3401.3299999999986
ASDA,1,2023,Newport,3691.1299999999987
Aldi,1,2023,Lisburn,232.06000000000012
Aldi,1,2023,Kingston-upon-Hull,285.3600000000001
Sains,1,2023,Belfast,3592.7499999999977
Tesco,1,2023,Peterborough,2940.759999999998
Tesco,1,2023,Sheffield,2995.579999999998
ASDA,1,2023,Wrexham,3232.0499999999997
Tesco,1,2023,Southampton,2610.679999999999
Morrisons,1,2023,Birmingham,2099.4000000000005
Morrisons,1,2023,Newry,2088.0800000000013
Aldi,1,2023,Exeter,286.54000000000013
Morrisons,1,2023,Oxford,2327.9499999999985
Sains,1,2023,Westminster,3559.1899999999987
Sains,1,2023,Exeter,3407.1599999999994
Sains,1,2023,Liverpool,4037.579999999997
Sains,1,2023,Brighton & Hove,3339.359999999999
Aldi,1,2023,Westminster,274.32000000000005
Aldi,1,2023,Portsmouth,248.97000000000014
Sains,1,2023,Edinburgh,3429.499999999997
Tesco,1,2023,Wells,3149.039999999998
Morrisons,1,2023,Canterbury,2137.42
Sains,1,2023,Sunderland,3970.79
ASDA,1,2023,Durham,3595.129999999997
Tesco,1,2023,Nottingham,2909.5499999999956
Tesco,1,2023,Dundee,2456.9599999999996
Tesco,1,2023,Salford,2626.5999999999976
Morrisons,1,2023,Coventry,2173.9199999999996
Morrisons,1,2023,St Davids,1920.9799999999998
Morrisons,1,2023,Preston,2303.3499999999995
Morrisons,1,2023,Manchester,2307.2499999999986
Tesco,1,2023,Bangor,5382.29999999999
Sains,1,2023,Leeds,3465.1900000000005
Sains,1,2023,Wrexham,3258.7999999999993
ASDA,1,2023,Birmingham,3389.7999999999993
Sains,1,2023,Portsmouth,3490.999999999997
Sains,1,2023,Cambridge,3956.469999999998
ASDA,1,2023,St Asaph,3174.8999999999996
ASDA,1,2023,Newcastle-upon-Tyne,3518.1599999999994
Tesco,1,2023,Bath,2956.0799999999963
Aldi,1,2023,Londonderry,285.44000000000005
Morrisons,1,2023,Liverpool,1903.7200000000012
Sains,1,2023,Cardiff,3226.2200000000007
Morrisons,1,2023,Lisburn,2448.77
Morrisons,1,2023,Wrexham,1905.910000000001
ASDA,1,2023,Salford,3859.3599999999947
Morrisons,1,2023,Peterborough,1940.1000000000013
Morrisons,1,2023,Chelmsford,1799.2200000000012
Sains,1,2023,Swansea,4090.9399999999982
Sains,1,2023,Truro,3351.909999999997
Tesco,1,2023,Norwich,2544.110000000002
Sains,1,2023,Bath,3540.6599999999958
ASDA,1,2023,Cardiff,2997.679999999997
Tesco,1,2023,Lincoln,2910.9499999999985
Sains,1,2023,Chelmsford,3555.469999999998
Aldi,1,2023,Armagh,274.7299999999999
Tesco,1,2023,Carlisle,3094.2699999999995
Morrisons,1,2023,York,2277.95
Morrisons,1,2023,Derby,2291.020000000002
Aldi,1,2023,Ely,241.57000000000008
Tesco,1,2023,Doncaster,2670.1999999999994
Aldi,1,2023,Bradford,229.74000000000004
Tesco,1,2023,St Asaph,2752.8700000000003
Morrisons,1,2023,Doncaster,1819.8000000000006
Morrisons,1,2023,Dundee,2109.42
Morrisons,1,2023,Brighton & Hove,1955.6100000000004
Morrisons,1,2023,Plymouth,2317.7499999999973
Aldi,1,2023,Belfast,291.0300000000001
Morrisons,1,2023,Belfast,1983.5900000000008
ASDA,1,2023,Kingston-upon-Hull,3643.610000000001
Morrisons,1,2023,Armagh,2095.2100000000014
Sains,1,2023,Sheffield,3550.309999999998
ASDA,1,2023,York,3662.2299999999987
ASDA,1,2023,Chester,3841.9699999999953
Sains,1,2023,Salford,3845.099999999996
ASDA,1,2023,Liverpool,3504.3899999999967
ASDA,1,2023,Leicester,3375.56
Aldi,1,2023,Winchester,250.13999999999996
ASDA,1,2023,Exeter,3669.2499999999964
Aldi,1,2023,Wrexham,244.71999999999997
Aldi,1,2023,Liverpool,200.93000000000006
Sains,1,2023,Lancaster,3621.579999999998
Tesco,1,2023,Armagh,2734.159999999998
ASDA,1,2023,Colchester,3600.359999999997
Sains,1,2023,Armagh,3872.9399999999973
Sains,1,2023,Bristol,3710.34
ASDA,1,2023,Lichfield,3525.5699999999974
Morrisons,1,2023,Cardiff,2068.940000000001
Morrisons,1,2023,Stoke on Trent,2421.3199999999997
Tesco,1,2023,Oxford,2636.669999999999
Aldi,1,2023,Perth,279.02000000000004
Aldi,1,2023,Cambridge,259.55999999999995
ASDA,1,2023,Gloucester,3762.6699999999964
Sains,1,2023,Aberdeen,3580.9999999999964
Aldi,1,2023,Worcester,235.98999999999992
Aldi,1,2023,Birmingham,248.59000000000003
Aldi,1,2023,Durham,282.0900000000001
Tesco,1,2023,Swansea,2794.049999999997
Tesco,1,2023,Glasgow,3096.9899999999984
Morrisons,1,2023,Gloucester,2408.5099999999993
Sains,1,2023,Lisburn,3666.179999999994
Sains,1,2023,Ripon,3784.049999999995
Tesco,1,2023,St Albans,2773.8199999999993
Aldi,1,2023,Doncaster,226.36000000000007
ASDA,1,2023,Winchester,3550.8799999999983
Morrisons,1,2023,Wolverhampton,2193.95
ASDA,1,2023,Londonderry,3166.219999999997
Tesco,1,2023,Exeter,3151.4299999999985
Morrisons,1,2023,Swansea,2238.8399999999997
Sains,1,2023,Bradford,3117.3999999999987
Sains,1,2023,Southend-on-Sea,4059.8299999999986
Tesco,1,2023,Winchester,2984.9599999999987
ASDA,1,2023,Doncaster,3846.4999999999977
Aldi,1,2023,Newport,255.28000000000003
Morrisons,1,2023,Perth,2003.8400000000013
Sains,1,2023,Newcastle-upon-Tyne,3158.289999999998
Morrisons,1,2023,Winchester,2164.52
Aldi,1,2023,Inverness,244.03000000000003
Tesco,1,2023,Cambridge,2773.75
Sains,1,2023,Leicester,3249.0299999999984
Tesco,1,2023,Gloucester,2646.4099999999994
ASDA,1,2023,Portsmouth,3905.2599999999993
Tesco,1,2023,Worcester,2630.4299999999985
Aldi,1,2023,Plymouth,200.2400000000001
Aldi,1,2023,Derby,235.79000000000005
Morrisons,1,2023,Norwich,2269.2600000000007
Morrisons,1,2023,Bristol,2308.690000000001
Aldi,1,2023,Dunfermline,257.56000000000006
Sains,1,2023,Southampton,3446.499999999998
ASDA,1,2023,Stirling,3270.739999999998
ASDA,1,2023,Westminster,3826.259999999999
Morrisons,1,2023,Lancaster,2165.9499999999994
Aldi,1,2023,Wells,248.06000000000006
Aldi,1,2023,Colchester,210.05000000000007
Tesco,1,2023,Newport,3087.309999999999
Morrisons,1,2023,Bath,2175.5
Sains,1,2023,Lincoln,3469.669999999999
Tesco,1,2023,Perth,2806.9399999999982
Sains,1,2023,Newport,3728.010000000001
Aldi,1,2023,Canterbury,262.10999999999996
Sains,1,2023,Gloucester,3436.339999999999
Tesco,1,2023,Lancaster,2732.9199999999973
Aldi,1,2023,Sunderland,288.87000000000006
Morrisons,1,2023,Newport,1994.1800000000005
ASDA,1,2023,Manchester,3336.149999999998
ASDA,1,2023,Inverness,3368.4799999999964
Tesco,1,2023,Preston,2992.9699999999993
Tesco,1,2023,Derby,2760.510000000001
Morrisons,1,2023,Inverness,2264.5199999999986
Aldi,1,2023,Lichfield,263.15999999999997
Sains,1,2023,Wells,3428.6199999999976
Tesco,1,2023,London,2870.9099999999985
Tesco,1,2023,St Davids,2739.43
Morrisons,1,2023,Ripon,2192.0499999999997
Morrisons,1,2023,St Albans,1987.8100000000009
ASDA,1,2023,Wakefield,3235.849999999997
ASDA,1,2023,Aberdeen,3317.679999999997
Tesco,1,2023,Plymouth,2940.0799999999963
Aldi,1,2023,Newcastle-upon-Tyne,283.90999999999997
Aldi,1,2023,Salisbury,250.30999999999995
Sains,1,2023,Wolverhampton,3564.369999999998
Sains,1,2023,St Asaph,3345.0299999999984
ASDA,1,2023,Truro,3467.4399999999964
ASDA,1,2023,Armagh,3639.4799999999987
Morrisons,1,2023,Westminster,2089.390000000001
ASDA,1,2023,Wolverhampton,3498.1599999999976
Morrisons,1,2023,Durham,2024.9700000000005
Morrisons,1,2023,Stirling,2285.800000000001
Aldi,1,2023,Lancaster,284.10000000000014
Sains,1,2023,Derby,3435.6899999999955
ASDA,1,2023,Milton Keynes,3013.5
ASDA,1,2023,Worcester,3125.8699999999976
Morrisons,1,2023,Chester,2260.7299999999996
Morrisons,1,2023,Londonderry,2237.050000000001
Sains,1,2023,Ely,3873.0799999999977
Tesco,1,2023,Aberdeen,2544.049999999999
Morrisons,1,2023,Newcastle-upon-Tyne,2299.5199999999986
Aldi,1,2023,Gloucester,271.32000000000005
Sains,1,2023,Dunfermline,3850.3899999999976
Tesco,1,2023,Edinburgh,2527.0999999999976
Tesco,1,2023,Sunderland,2683.5399999999995
Morrisons,1,2023,Bradford,2154.79
Aldi,1,2023,Edinburgh,225.83999999999997
ASDA,1,2023,Salisbury,3464.739999999997
Tesco,1,2023,Portsmouth,3219.3999999999983
Morrisons,1,2023,Chichester,2082.7500000000014
Morrisons,1,2023,Kingston-upon-Hull,2240.519999999998
Tesco,1,2023,Wrexham,2540.3999999999983
Tesco,1,2023,Southend-on-Sea,2700.5099999999998
ASDA,1,2023,Stoke on Trent,3288.3399999999974
ASDA,1,2023,Preston,3522.5199999999963
Tesco,1,2023,Leeds,2625.5300000000007
Tesco,1,2023,Birmingham,2866.2899999999995
Morrisons,1,2023,Southampton,1998.8500000000006
Aldi,1,2023,Lincoln,220.8999999999999
Morrisons,1,2023,St Asaph,2291.4199999999996
Morrisons,1,2023,Sunderland,2404.849999999999
Aldi,1,2023,Dundee,244.53
Sains,1,2023,Lichfield,3643.7999999999993
ASDA,1,2023,Bath,3637.019999999999
Morrisons,1,2023,Dunfermline,2068.8800000000006
Aldi,1,2023,St Asaph,246.01000000000005
ASDA,1,2023,Bristol,3580.749999999997
Aldi,1,2023,Sheffield,294.4500000000001
Aldi,1,2023,Hereford,245.78
Aldi,1,2023,Chester,229.3500000000001
Sains,1,2023,Coventry,3510.110000000001
ASDA,1,2023,Lincoln,3418.19
ASDA,1,2023,Chichester,3064.990000000001
Tesco,1,2023,Wolverhampton,3172.7899999999986
Tesco,1,2023,Durham,3134.2799999999966
Tesco,1,2023,Chichester,3045.5999999999976
Morrisons,1,2023,Hereford,2240.5699999999997
Sains,2,2023,Norwich,3480.0799999999986
ASDA,2,2023,Armagh,3624.319999999997
Tesco,2,2023,Birmingham,2878.3599999999956
Tesco,2,2023,London,2583.3499999999995
Tesco,2,2023,Chester,2241.2700000000013
Morrisons,2,2023,Oxford,1859.58
Morrisons,2,2023,Derby,2122.7
Morrisons,2,2023,Hereford,2071.9700000000003
ASDA,2,2023,Chelmsford,3284.499999999999
ASDA,2,2023,Norwich,3412.019999999997
Aldi,2,2023,Exeter,219.53
ASDA,2,2023,Bristol,3318.769999999999
ASDA,2,2023,London,2966.7799999999993
Morrisons,2,2023,Truro,1748.2000000000003
Morrisons,2,2023,Coventry,2110.040000000001
Aldi,2,2023,Kingston-upon-Hull,211.61
Aldi,2,2023,London,301.4800000000001
Tesco,2,2023,Exeter,2653.809999999999
Sains,2,2023,Aberdeen,3252.2399999999966
Tesco,2,2023,Newcastle-upon-Tyne,2312.48
Aldi,2,2023,Portsmouth,234.57
ASDA,2,2023,Hereford,3015.379999999998
Tesco,2,2023,Canterbury,2628.3399999999983
Sains,2,2023,Bristol,3070.639999999997
Tesco,2,2023,Sheffield,2479.109999999999
Morrisons,2,2023,Lincoln,1975.1400000000008
ASDA,2,2023,Sheffield,3201.6999999999966
Tesco,2,2023,Chelmsford,2557.939999999999
Sains,2,2023,Chelmsford,3569.9200000000005
Aldi,2,2023,Chelmsford,215.76000000000016
Aldi,2,2023,Inverness,186.37
Tesco,2,2023,Manchester,2778.67
Tesco,2,2023,Kingston-upon-Hull,2409.169999999998
Morrisons,2,2023,Doncaster,2092.0400000000004
Aldi,2,2023,Salisbury,248.72000000000008
Morrisons,2,2023,Exeter,2047.4200000000014
Aldi,2,2023,Armagh,189.35999999999999
Aldi,2,2023,Stirling,234.62
ASDA,2,2023,Newcastle-upon-Tyne,3544.6799999999967
Sains,2,2023,Plymouth,3257.6199999999985
ASDA,2,2023,Lichfield,3256.0699999999993
Morrisons,2,2023,Manchester,2127.5700000000006
Morrisons,2,2023,Cambridge,1679.3100000000015
Sains,2,2023,Kingston-upon-Hull,3624.6799999999994
Tesco,2,2023,Perth,2460.44
Tesco,2,2023,Gloucester,2846.18
Morrisons,2,2023,Inverness,2200.4100000000008
Morrisons,2,2023,Aberdeen,1752.1400000000008
Morrisons,2,2023,Southend-on-Sea,1946.4100000000003
Aldi,2,2023,Colchester,273.04
Sains,2,2023,Newcastle-upon-Tyne,3196.2299999999996
Sains,2,2023,Wrexham,3600.809999999999
Tesco,2,2023,Westminster,2547.52
Tesco,2,2023,Newport,2343.54
Tesco,2,2023,Chichester,2814.539999999999
ASDA,2,2023,Preston,2655.8799999999997
Sains,2,2023,Lancaster,3420.5299999999975
Tesco,2,2023,Derby,2799.5999999999995
Tesco,2,2023,Southampton,2123.7900000000004
Morrisons,2,2023,Brighton & Hove,1652.100000000001
ASDA,2,2023,Ely,3035.8199999999993
Morrisons,2,2023,Wakefield,1861.340000000001
Aldi,2,2023,Doncaster,274.22
Sains,2,2023,Winchester,3141.300000000001
Sains,2,2023,Southend-on-Sea,3160.9899999999984
Morrisons,2,2023,Stirling,2133.7700000000004
Aldi,2,2023,Wrexham,248.08999999999992
Aldi,2,2023,Canterbury,196.54000000000008
Aldi,2,2023,Ely,218.97999999999993
ASDA,2,2023,Chichester,3211.4399999999982
Morrisons,2,2023,Preston,1988.2200000000014
Sains,2,2023,Edinburgh,3290.8999999999996
Sains,2,2023,Carlisle,3532.040000000001
ASDA,2,2023,Worcester,2873.159999999999
Tesco,2,2023,Coventry,2312.3799999999983
ASDA,2,2023,Nottingham,3263.7099999999978
Morrisons,2,2023,Sheffield,2013.7800000000009
Morrisons,2,2023,Bath,2061.130000000001
ASDA,2,2023,Cardiff,3518.629999999998
Aldi,2,2023,Durham,273.6000000000002
Morrisons,2,2023,Wrexham,2113.1699999999996
ASDA,2,2023,Wrexham,3268.0399999999995
Morrisons,2,2023,London,2071.0600000000004
Sains,2,2023,Milton Keynes,3183.519999999999
ASDA,2,2023,Wolverhampton,3084.699999999998
Tesco,2,2023,Durham,2772.809999999999
Morrisons,2,2023,Dunfermline,1882.4500000000005
Morrisons,2,2023,Salisbury,1899.5800000000004
Sains,2,2023,Armagh,3260.209999999999
Aldi,2,2023,Winchester,232.29
Morrisons,2,2023,Liverpool,2009.1900000000007
Aldi,2,2023,Leicester,232.9800000000001
Aldi,2,2023,Edinburgh,267.64000000000016
Sains,2,2023,Bath,2902.380000000002
Sains,2,2023,Southampton,3041.61
Morrisons,2,2023,Edinburgh,1983.1600000000017
ASDA,2,2023,Milton Keynes,3475.839999999998
Aldi,2,2023,Birmingham,293.2800000000003
Morrisons,2,2023,Carlisle,1829.1800000000005
Tesco,2,2023,Milton Keynes,2405.0899999999997
Morrisons,2,2023,Wells,2164.7700000000013
Tesco,2,2023,Dundee,2275.0099999999998
Tesco,2,2023,Winchester,2559.6099999999988
Tesco,2,2023,Doncaster,2682.819999999999
ASDA,2,2023,Plymouth,3268.8200000000006
ASDA,2,2023,Wells,3623.849999999998
Tesco,2,2023,St Asaph,2470.6599999999994
Aldi,2,2023,Dundee,229.73
Aldi,2,2023,Newry,233.21000000000006
Aldi,2,2023,Cambridge,186.26
Sains,2,2023,Lisburn,3257.159999999999
Sains,2,2023,Londonderry,3224.6299999999997
Aldi,2,2023,St Asaph,214.8099999999999
ASDA,2,2023,Portsmouth,3026.3400000000006
Tesco,2,2023,Plymouth,2296.3700000000003
Sains,2,2023,Stoke on Trent,3524.8999999999974
Aldi,2,2023,Peterborough,228.44999999999993
Aldi,2,2023,Wolverhampton,246.40999999999997
Sains,2,2023,Coventry,3417.029999999999
ASDA,2,2023,Carlisle,3114.8199999999983
Aldi,2,2023,Newport,327.77
Sains,2,2023,Stirling,3102.4799999999964
Sains,2,2023,Dunfermline,3200.659999999998
ASDA,2,2023,Dundee,2725.419999999999
ASDA,2,2023,Southend-on-Sea,3330.9999999999986
Morrisons,2,2023,Canterbury,2212.7400000000002
Aldi,2,2023,Carlisle,200.47000000000003
Sains,2,2023,Glasgow,3099.72
Sains,2,2023,Salisbury,3273.060000000001
Aldi,2,2023,Lisburn,210.24000000000004
Aldi,2,2023,Lichfield,205.86000000000004
Sains,2,2023,St Davids,3068.8800000000006
Sains,2,2023,St Albans,3172.0400000000004
Sains,2,2023,Swansea,2978.769999999999
Morrisons,2,2023,St Albans,1976.3199999999997
Sains,2,2023,Leicester,3045.3200000000006
Sains,2,2023,Perth,3559.4500000000003
Aldi,2,2023,Coventry,280.28000000000003
Tesco,2,2023,Peterborough,2254.249999999998
ASDA,2,2023,Bangor,6389.899999999988
Aldi,2,2023,Bath,231.78000000000014
Aldi,2,2023,Lancaster,208.82000000000002
Sains,2,2023,London,3256.1699999999983
Sains,2,2023,St Asaph,3072.879999999998
ASDA,2,2023,Leicester,2951.789999999999
Tesco,2,2023,Bangor,5230.439999999995
Aldi,2,2023,Belfast,197.2199999999999
Aldi,2,2023,Gloucester,185.30000000000004
Aldi,2,2023,Liverpool,263.46000000000004
Sains,2,2023,Lincoln,2802.6999999999994
Tesco,2,2023,Lancaster,2616.1899999999982
Morrisons,2,2023,Newport,2294.83
Aldi,2,2023,Brighton & Hove,206.28000000000003
ASDA,2,2023,Newry,2976.4699999999984
Aldi,2,2023,Milton Keynes,246.86
ASDA,2,2023,Ripon,3259.1199999999953
ASDA,2,2023,Oxford,3464.2599999999975
Tesco,2,2023,Preston,2340.3200000000006
Sains,2,2023,Derby,3136.2699999999986
Sains,2,2023,Salford,2931.639999999997
Aldi,2,2023,St Davids,266.19999999999993
Morrisons,2,2023,St Asaph,2069.2000000000007
Aldi,2,2023,Aberdeen,218.85999999999996
Aldi,2,2023,Worcester,228.16
Aldi,2,2023,Salford,236.92999999999998
ASDA,2,2023,Chester,3276.14
ASDA,2,2023,Belfast,2642.2099999999996
Tesco,2,2023,Salisbury,2536.9099999999976
Morrisons,2,2023,Chelmsford,2117.39
ASDA,2,2023,St Asaph,2833.1200000000003
Morrisons,2,2023,Armagh,1964.3600000000004
Morrisons,2,2023,Westminster,2305.7899999999977
Morrisons,2,2023,Stoke on Trent,1918.1200000000008
Aldi,2,2023,Plymouth,195.34
Tesco,2,2023,Lichfield,2336.959999999998
Sains,2,2023,Westminster,3092.0700000000006
Sains,2,2023,Bradford,3209.629999999997
Morrisons,2,2023,Milton Keynes,2175.3599999999997
Morrisons,2,2023,Southampton,2036.5000000000007
Sains,2,2023,Cambridge,3166.810000000001
Sains,2,2023,Worcester,3364.1699999999955
ASDA,2,2023,Doncaster,2635.759999999999
ASDA,2,2023,Bath,3328.389999999998
ASDA,2,2023,Dunfermline,3305.5300000000007
Tesco,2,2023,Newry,2257.5899999999992
Tesco,2,2023,Wells,2285.339999999999
Sains,2,2023,Leeds,3222.1699999999996
Sains,2,2023,Oxford,3051.039999999998
Sains,2,2023,Chichester,3105.6500000000005
ASDA,2,2023,Exeter,3199.669999999998
ASDA,2,2023,Stirling,2765.379999999999
Morrisons,2,2023,Swansea,2063.4600000000005
Sains,2,2023,Exeter,3314.679999999999
Aldi,2,2023,Leeds,176.04000000000005
ASDA,2,2023,St Davids,3565.9799999999973
Aldi,2,2023,Southampton,285.44000000000005
Aldi,2,2023,Chichester,229.83
ASDA,2,2023,Sunderland,3159.1700000000005
Tesco,2,2023,Worcester,2620.6799999999994
Sains,2,2023,Ely,2833.8299999999995
ASDA,2,2023,Leeds,2887.529999999997
Tesco,2,2023,Belfast,2606.0099999999993
Tesco,2,2023,Dunfermline,2311.1800000000007
ASDA,2,2023,Aberdeen,2641.1900000000005
Tesco,2,2023,Hereford,2314.67
Morrisons,2,2023,Winchester,1824.6800000000003
Sains,2,2023,Inverness,3260.409999999997
Tesco,2,2023,Bristol,2626.2899999999972
Aldi,2,2023,Norwich,259.53
Sains,2,2023,Lichfield,3014.7999999999984
ASDA,2,2023,Inverness,2936.1999999999994
